date,Toothache,isPartial,state,symptom
2011-04-01,61,False,VA,Toothache
2011-05-01,49,False,VA,Toothache
2011-06-01,54,False,VA,Toothache
2011-07-01,35,False,VA,Toothache
2011-08-01,35,False,VA,Toothache
2011-09-01,56,False,VA,Toothache
2011-10-01,64,False,VA,Toothache
2011-11-01,48,False,VA,Toothache
2011-12-01,68,False,VA,Toothache
2012-01-01,68,False,VA,Toothache
2012-02-01,64,False,VA,Toothache
2012-03-01,44,False,VA,Toothache
2012-04-01,59,False,VA,Toothache
2012-05-01,54,False,VA,Toothache
2012-06-01,49,False,VA,Toothache
2012-07-01,44,False,VA,Toothache
2012-08-01,59,False,VA,Toothache
2012-09-01,64,False,VA,Toothache
2012-10-01,33,False,VA,Toothache
2012-11-01,43,False,VA,Toothache
2012-12-01,52,False,VA,Toothache
2013-01-01,66,False,VA,Toothache
2013-02-01,65,False,VA,Toothache
2013-03-01,68,False,VA,Toothache
2013-04-01,50,False,VA,Toothache
2013-05-01,45,False,VA,Toothache
2013-06-01,58,False,VA,Toothache
2013-07-01,73,False,VA,Toothache
2013-08-01,62,False,VA,Toothache
2013-09-01,70,False,VA,Toothache
2013-10-01,62,False,VA,Toothache
2013-11-01,69,False,VA,Toothache
2013-12-01,74,False,VA,Toothache
2014-01-01,86,False,VA,Toothache
2014-02-01,67,False,VA,Toothache
2014-03-01,70,False,VA,Toothache
2014-04-01,74,False,VA,Toothache
2014-05-01,57,False,VA,Toothache
2014-06-01,67,False,VA,Toothache
2014-07-01,55,False,VA,Toothache
2014-08-01,53,False,VA,Toothache
2014-09-01,49,False,VA,Toothache
2014-10-01,44,False,VA,Toothache
2014-11-01,52,False,VA,Toothache
2014-12-01,48,False,VA,Toothache
2015-01-01,43,False,VA,Toothache
2015-02-01,47,False,VA,Toothache
2015-03-01,48,False,VA,Toothache
2015-04-01,34,False,VA,Toothache
2015-05-01,44,False,VA,Toothache
2015-06-01,35,False,VA,Toothache
2015-07-01,63,False,VA,Toothache
2015-08-01,54,False,VA,Toothache
2015-09-01,59,False,VA,Toothache
2015-10-01,62,False,VA,Toothache
2015-11-01,70,False,VA,Toothache
2015-12-01,81,False,VA,Toothache
2016-01-01,80,False,VA,Toothache
2016-02-01,77,False,VA,Toothache
2016-03-01,59,False,VA,Toothache
2016-04-01,76,False,VA,Toothache
2016-05-01,71,False,VA,Toothache
2016-06-01,87,False,VA,Toothache
2016-07-01,64,False,VA,Toothache
2016-08-01,58,False,VA,Toothache
2016-09-01,79,False,VA,Toothache
2016-10-01,62,False,VA,Toothache
2016-11-01,65,False,VA,Toothache
2016-12-01,93,False,VA,Toothache
2017-01-01,75,False,VA,Toothache
2017-02-01,71,False,VA,Toothache
2017-03-01,76,False,VA,Toothache
2017-04-01,66,False,VA,Toothache
2017-05-01,82,False,VA,Toothache
2017-06-01,81,False,VA,Toothache
2017-07-01,88,False,VA,Toothache
2017-08-01,83,False,VA,Toothache
2017-09-01,75,False,VA,Toothache
2017-10-01,95,False,VA,Toothache
2017-11-01,77,False,VA,Toothache
2017-12-01,88,False,VA,Toothache
2018-01-01,89,False,VA,Toothache
2018-02-01,83,False,VA,Toothache
2018-03-01,83,False,VA,Toothache
2018-04-01,75,False,VA,Toothache
2018-05-01,62,False,VA,Toothache
2018-06-01,78,False,VA,Toothache
2018-07-01,100,False,VA,Toothache
2018-08-01,84,False,VA,Toothache
2018-09-01,81,True,VA,Toothache
date,Toothache,isPartial,state,symptom
2004-01-01,46,False,WA,Toothache
2004-02-01,86,False,WA,Toothache
2004-03-01,53,False,WA,Toothache
2004-04-01,41,False,WA,Toothache
2004-05-01,34,False,WA,Toothache
2004-06-01,36,False,WA,Toothache
2004-07-01,38,False,WA,Toothache
2004-08-01,70,False,WA,Toothache
2004-09-01,34,False,WA,Toothache
2004-10-01,33,False,WA,Toothache
2004-11-01,0,False,WA,Toothache
2004-12-01,45,False,WA,Toothache
2005-01-01,53,False,WA,Toothache
2005-02-01,30,False,WA,Toothache
2005-03-01,25,False,WA,Toothache
2005-04-01,43,False,WA,Toothache
2005-05-01,25,False,WA,Toothache
2005-06-01,0,False,WA,Toothache
2005-07-01,54,False,WA,Toothache
2005-08-01,0,False,WA,Toothache
2005-09-01,48,False,WA,Toothache
2005-10-01,22,False,WA,Toothache
2005-11-01,44,False,WA,Toothache
2005-12-01,42,False,WA,Toothache
2006-01-01,37,False,WA,Toothache
2006-02-01,20,False,WA,Toothache
2006-03-01,18,False,WA,Toothache
2006-04-01,37,False,WA,Toothache
2006-05-01,34,False,WA,Toothache
2006-06-01,27,False,WA,Toothache
2006-07-01,27,False,WA,Toothache
2006-08-01,34,False,WA,Toothache
2006-09-01,69,False,WA,Toothache
2006-10-01,38,False,WA,Toothache
2006-11-01,15,False,WA,Toothache
2006-12-01,16,False,WA,Toothache
2007-01-01,33,False,WA,Toothache
2007-02-01,88,False,WA,Toothache
2007-03-01,19,False,WA,Toothache
2007-04-01,20,False,WA,Toothache
2007-05-01,35,False,WA,Toothache
2007-06-01,36,False,WA,Toothache
2007-07-01,37,False,WA,Toothache
2007-08-01,47,False,WA,Toothache
2007-09-01,58,False,WA,Toothache
2007-10-01,21,False,WA,Toothache
2007-11-01,42,False,WA,Toothache
2007-12-01,27,False,WA,Toothache
2008-01-01,43,False,WA,Toothache
2008-02-01,25,False,WA,Toothache
2008-03-01,14,False,WA,Toothache
2008-04-01,29,False,WA,Toothache
2008-05-01,9,False,WA,Toothache
2008-06-01,75,False,WA,Toothache
2008-07-01,24,False,WA,Toothache
2008-08-01,29,False,WA,Toothache
2008-09-01,52,False,WA,Toothache
2008-10-01,42,False,WA,Toothache
2008-11-01,46,False,WA,Toothache
2008-12-01,36,False,WA,Toothache
2009-01-01,43,False,WA,Toothache
2009-02-01,33,False,WA,Toothache
2009-03-01,47,False,WA,Toothache
2009-04-01,40,False,WA,Toothache
2009-05-01,35,False,WA,Toothache
2009-06-01,45,False,WA,Toothache
2009-07-01,42,False,WA,Toothache
2009-08-01,56,False,WA,Toothache
2009-09-01,50,False,WA,Toothache
2009-10-01,42,False,WA,Toothache
2009-11-01,34,False,WA,Toothache
2009-12-01,47,False,WA,Toothache
2010-01-01,51,False,WA,Toothache
2010-02-01,77,False,WA,Toothache
2010-03-01,23,False,WA,Toothache
2010-04-01,64,False,WA,Toothache
2010-05-01,33,False,WA,Toothache
2010-06-01,51,False,WA,Toothache
2010-07-01,55,False,WA,Toothache
2010-08-01,53,False,WA,Toothache
2010-09-01,56,False,WA,Toothache
2010-10-01,59,False,WA,Toothache
2010-11-01,62,False,WA,Toothache
2010-12-01,47,False,WA,Toothache
2011-01-01,62,False,WA,Toothache
2011-02-01,43,False,WA,Toothache
2011-03-01,45,False,WA,Toothache
2011-04-01,35,False,WA,Toothache
2011-05-01,71,False,WA,Toothache
2011-06-01,45,False,WA,Toothache
2011-07-01,50,False,WA,Toothache
2011-08-01,59,False,WA,Toothache
2011-09-01,86,False,WA,Toothache
2011-10-01,68,False,WA,Toothache
2011-11-01,57,False,WA,Toothache
2011-12-01,57,False,WA,Toothache
2012-01-01,60,False,WA,Toothache
2012-02-01,55,False,WA,Toothache
2012-03-01,74,False,WA,Toothache
2012-04-01,70,False,WA,Toothache
2012-05-01,84,False,WA,Toothache
2012-06-01,79,False,WA,Toothache
2012-07-01,54,False,WA,Toothache
2012-08-01,58,False,WA,Toothache
2012-09-01,76,False,WA,Toothache
2012-10-01,66,False,WA,Toothache
2012-11-01,54,False,WA,Toothache
2012-12-01,62,False,WA,Toothache
2013-01-01,64,False,WA,Toothache
2013-02-01,84,False,WA,Toothache
2013-03-01,58,False,WA,Toothache
2013-04-01,84,False,WA,Toothache
2013-05-01,57,False,WA,Toothache
2013-06-01,69,False,WA,Toothache
2013-07-01,79,False,WA,Toothache
2013-08-01,68,False,WA,Toothache
2013-09-01,67,False,WA,Toothache
2013-10-01,55,False,WA,Toothache
2013-11-01,78,False,WA,Toothache
2013-12-01,74,False,WA,Toothache
2014-01-01,71,False,WA,Toothache
2014-02-01,59,False,WA,Toothache
2014-03-01,78,False,WA,Toothache
2014-04-01,70,False,WA,Toothache
2014-05-01,65,False,WA,Toothache
2014-06-01,92,False,WA,Toothache
2014-07-01,55,False,WA,Toothache
2014-08-01,73,False,WA,Toothache
2014-09-01,77,False,WA,Toothache
2014-10-01,74,False,WA,Toothache
2014-11-01,57,False,WA,Toothache
2014-12-01,78,False,WA,Toothache
2015-01-01,70,False,WA,Toothache
2015-02-01,62,False,WA,Toothache
2015-03-01,85,False,WA,Toothache
2015-04-01,72,False,WA,Toothache
2015-05-01,82,False,WA,Toothache
2015-06-01,64,False,WA,Toothache
2015-07-01,74,False,WA,Toothache
2015-08-01,63,False,WA,Toothache
2015-09-01,79,False,WA,Toothache
2015-10-01,67,False,WA,Toothache
2015-11-01,71,False,WA,Toothache
2015-12-01,65,False,WA,Toothache
2016-01-01,83,False,WA,Toothache
2016-02-01,72,False,WA,Toothache
2016-03-01,67,False,WA,Toothache
2016-04-01,57,False,WA,Toothache
2016-05-01,90,False,WA,Toothache
2016-06-01,70,False,WA,Toothache
2016-07-01,59,False,WA,Toothache
2016-08-01,74,False,WA,Toothache
2016-09-01,70,False,WA,Toothache
2016-10-01,60,False,WA,Toothache
2016-11-01,100,False,WA,Toothache
2016-12-01,60,False,WA,Toothache
2017-01-01,86,False,WA,Toothache
2017-02-01,84,False,WA,Toothache
2017-03-01,85,False,WA,Toothache
2017-04-01,81,False,WA,Toothache
2017-05-01,74,False,WA,Toothache
2017-06-01,64,False,WA,Toothache
2017-07-01,99,False,WA,Toothache
2017-08-01,83,False,WA,Toothache
2017-09-01,65,False,WA,Toothache
2017-10-01,74,False,WA,Toothache
2017-11-01,75,False,WA,Toothache
2017-12-01,82,False,WA,Toothache
2018-01-01,74,False,WA,Toothache
2018-02-01,71,False,WA,Toothache
2018-03-01,81,False,WA,Toothache
2018-04-01,74,False,WA,Toothache
2018-05-01,90,False,WA,Toothache
2018-06-01,85,False,WA,Toothache
2018-07-01,92,False,WA,Toothache
2018-08-01,72,False,WA,Toothache
2018-09-01,61,True,WA,Toothache
date,Toothache,isPartial,state,symptom
2004-01-01,0,False,WV,Toothache
2004-02-01,0,False,WV,Toothache
2004-03-01,0,False,WV,Toothache
2004-04-01,0,False,WV,Toothache
2004-05-01,0,False,WV,Toothache
2004-06-01,0,False,WV,Toothache
2004-07-01,0,False,WV,Toothache
2004-08-01,0,False,WV,Toothache
2004-09-01,0,False,WV,Toothache
2004-10-01,0,False,WV,Toothache
2004-11-01,0,False,WV,Toothache
2004-12-01,0,False,WV,Toothache
2005-01-01,0,False,WV,Toothache
2005-02-01,0,False,WV,Toothache
2005-03-01,0,False,WV,Toothache
2005-04-01,98,False,WV,Toothache
2005-05-01,93,False,WV,Toothache
2005-06-01,0,False,WV,Toothache
2005-07-01,100,False,WV,Toothache
2005-08-01,0,False,WV,Toothache
2005-09-01,80,False,WV,Toothache
2005-10-01,0,False,WV,Toothache
2005-11-01,0,False,WV,Toothache
2005-12-01,0,False,WV,Toothache
2006-01-01,64,False,WV,Toothache
2006-02-01,64,False,WV,Toothache
2006-03-01,0,False,WV,Toothache
2006-04-01,0,False,WV,Toothache
2006-05-01,0,False,WV,Toothache
2006-06-01,0,False,WV,Toothache
2006-07-01,0,False,WV,Toothache
2006-08-01,0,False,WV,Toothache
2006-09-01,0,False,WV,Toothache
2006-10-01,67,False,WV,Toothache
2006-11-01,0,False,WV,Toothache
2006-12-01,0,False,WV,Toothache
2007-01-01,59,False,WV,Toothache
2007-02-01,61,False,WV,Toothache
2007-03-01,56,False,WV,Toothache
2007-04-01,0,False,WV,Toothache
2007-05-01,55,False,WV,Toothache
2007-06-01,0,False,WV,Toothache
2007-07-01,61,False,WV,Toothache
2007-08-01,55,False,WV,Toothache
2007-09-01,50,False,WV,Toothache
2007-10-01,0,False,WV,Toothache
2007-11-01,0,False,WV,Toothache
2007-12-01,0,False,WV,Toothache
2008-01-01,40,False,WV,Toothache
2008-02-01,40,False,WV,Toothache
2008-03-01,0,False,WV,Toothache
2008-04-01,0,False,WV,Toothache
2008-05-01,0,False,WV,Toothache
2008-06-01,47,False,WV,Toothache
2008-07-01,90,False,WV,Toothache
2008-08-01,0,False,WV,Toothache
2008-09-01,38,False,WV,Toothache
2008-10-01,34,False,WV,Toothache
2008-11-01,39,False,WV,Toothache
2008-12-01,37,False,WV,Toothache
2009-01-01,35,False,WV,Toothache
2009-02-01,36,False,WV,Toothache
2009-03-01,33,False,WV,Toothache
2009-04-01,0,False,WV,Toothache
2009-05-01,37,False,WV,Toothache
2009-06-01,41,False,WV,Toothache
2009-07-01,41,False,WV,Toothache
2009-08-01,0,False,WV,Toothache
2009-09-01,0,False,WV,Toothache
2009-10-01,0,False,WV,Toothache
2009-11-01,67,False,WV,Toothache
2009-12-01,33,False,WV,Toothache
2010-01-01,0,False,WV,Toothache
2010-02-01,80,False,WV,Toothache
2010-03-01,29,False,WV,Toothache
2010-04-01,0,False,WV,Toothache
2010-05-01,0,False,WV,Toothache
2010-06-01,0,False,WV,Toothache
2010-07-01,0,False,WV,Toothache
2010-08-01,0,False,WV,Toothache
2010-09-01,0,False,WV,Toothache
2010-10-01,31,False,WV,Toothache
2010-11-01,0,False,WV,Toothache
2010-12-01,67,False,WV,Toothache
2011-01-01,27,False,WV,Toothache
2011-02-01,28,False,WV,Toothache
2011-03-01,39,False,WV,Toothache
2011-04-01,33,False,WV,Toothache
2011-05-01,43,False,WV,Toothache
2011-06-01,18,False,WV,Toothache
2011-07-01,17,False,WV,Toothache
2011-08-01,37,False,WV,Toothache
2011-09-01,55,False,WV,Toothache
2011-10-01,19,False,WV,Toothache
2011-11-01,62,False,WV,Toothache
2011-12-01,42,False,WV,Toothache
2012-01-01,46,False,WV,Toothache
2012-02-01,17,False,WV,Toothache
2012-03-01,44,False,WV,Toothache
2012-04-01,18,False,WV,Toothache
2012-05-01,59,False,WV,Toothache
2012-06-01,64,False,WV,Toothache
2012-07-01,42,False,WV,Toothache
2012-08-01,46,False,WV,Toothache
2012-09-01,58,False,WV,Toothache
2012-10-01,26,False,WV,Toothache
2012-11-01,53,False,WV,Toothache
2012-12-01,39,False,WV,Toothache
2013-01-01,36,False,WV,Toothache
2013-02-01,37,False,WV,Toothache
2013-03-01,56,False,WV,Toothache
2013-04-01,50,False,WV,Toothache
2013-05-01,45,False,WV,Toothache
2013-06-01,41,False,WV,Toothache
2013-07-01,73,False,WV,Toothache
2013-08-01,55,False,WV,Toothache
2013-09-01,49,False,WV,Toothache
2013-10-01,50,False,WV,Toothache
2013-11-01,31,False,WV,Toothache
2013-12-01,43,False,WV,Toothache
2014-01-01,32,False,WV,Toothache
2014-02-01,38,False,WV,Toothache
2014-03-01,39,False,WV,Toothache
2014-04-01,29,False,WV,Toothache
2014-05-01,24,False,WV,Toothache
2014-06-01,31,False,WV,Toothache
2014-07-01,33,False,WV,Toothache
2014-08-01,36,False,WV,Toothache
2014-09-01,44,False,WV,Toothache
2014-10-01,58,False,WV,Toothache
2014-11-01,52,False,WV,Toothache
2014-12-01,62,False,WV,Toothache
2015-01-01,65,False,WV,Toothache
2015-02-01,60,False,WV,Toothache
2015-03-01,58,False,WV,Toothache
2015-04-01,29,False,WV,Toothache
2015-05-01,44,False,WV,Toothache
2015-06-01,53,False,WV,Toothache
2015-07-01,57,False,WV,Toothache
2015-08-01,50,False,WV,Toothache
2015-09-01,60,False,WV,Toothache
2015-10-01,59,False,WV,Toothache
2015-11-01,54,False,WV,Toothache
2015-12-01,49,False,WV,Toothache
2016-01-01,71,False,WV,Toothache
2016-02-01,68,False,WV,Toothache
2016-03-01,49,False,WV,Toothache
2016-04-01,50,False,WV,Toothache
2016-05-01,61,False,WV,Toothache
2016-06-01,63,False,WV,Toothache
2016-07-01,48,False,WV,Toothache
2016-08-01,74,False,WV,Toothache
2016-09-01,53,False,WV,Toothache
2016-10-01,40,False,WV,Toothache
2016-11-01,54,False,WV,Toothache
2016-12-01,59,False,WV,Toothache
2017-01-01,67,False,WV,Toothache
2017-02-01,68,False,WV,Toothache
2017-03-01,47,False,WV,Toothache
2017-04-01,47,False,WV,Toothache
2017-05-01,76,False,WV,Toothache
2017-06-01,84,False,WV,Toothache
2017-07-01,61,False,WV,Toothache
2017-08-01,63,False,WV,Toothache
2017-09-01,42,False,WV,Toothache
2017-10-01,48,False,WV,Toothache
2017-11-01,57,False,WV,Toothache
2017-12-01,44,False,WV,Toothache
2018-01-01,50,False,WV,Toothache
2018-02-01,58,False,WV,Toothache
2018-03-01,57,False,WV,Toothache
2018-04-01,49,False,WV,Toothache
2018-05-01,42,False,WV,Toothache
2018-06-01,62,False,WV,Toothache
2018-07-01,62,False,WV,Toothache
2018-08-01,59,False,WV,Toothache
2018-09-01,83,True,WV,Toothache
date,Toothache,isPartial,state,symptom
2004-01-01,0,False,WI,Toothache
2004-02-01,51,False,WI,Toothache
2004-03-01,0,False,WI,Toothache
2004-04-01,100,False,WI,Toothache
2004-05-01,45,False,WI,Toothache
2004-06-01,50,False,WI,Toothache
2004-07-01,50,False,WI,Toothache
2004-08-01,0,False,WI,Toothache
2004-09-01,0,False,WI,Toothache
2004-10-01,43,False,WI,Toothache
2004-11-01,0,False,WI,Toothache
2004-12-01,56,False,WI,Toothache
2005-01-01,34,False,WI,Toothache
2005-02-01,69,False,WI,Toothache
2005-03-01,45,False,WI,Toothache
2005-04-01,33,False,WI,Toothache
2005-05-01,0,False,WI,Toothache
2005-06-01,66,False,WI,Toothache
2005-07-01,0,False,WI,Toothache
2005-08-01,31,False,WI,Toothache
2005-09-01,28,False,WI,Toothache
2005-10-01,51,False,WI,Toothache
2005-11-01,52,False,WI,Toothache
2005-12-01,48,False,WI,Toothache
2006-01-01,33,False,WI,Toothache
2006-02-01,23,False,WI,Toothache
2006-03-01,20,False,WI,Toothache
2006-04-01,31,False,WI,Toothache
2006-05-01,20,False,WI,Toothache
2006-06-01,22,False,WI,Toothache
2006-07-01,0,False,WI,Toothache
2006-08-01,39,False,WI,Toothache
2006-09-01,28,False,WI,Toothache
2006-10-01,25,False,WI,Toothache
2006-11-01,18,False,WI,Toothache
2006-12-01,35,False,WI,Toothache
2007-01-01,0,False,WI,Toothache
2007-02-01,57,False,WI,Toothache
2007-03-01,22,False,WI,Toothache
2007-04-01,45,False,WI,Toothache
2007-05-01,28,False,WI,Toothache
2007-06-01,23,False,WI,Toothache
2007-07-01,37,False,WI,Toothache
2007-08-01,21,False,WI,Toothache
2007-09-01,28,False,WI,Toothache
2007-10-01,25,False,WI,Toothache
2007-11-01,31,False,WI,Toothache
2007-12-01,19,False,WI,Toothache
2008-01-01,29,False,WI,Toothache
2008-02-01,70,False,WI,Toothache
2008-03-01,18,False,WI,Toothache
2008-04-01,33,False,WI,Toothache
2008-05-01,23,False,WI,Toothache
2008-06-01,26,False,WI,Toothache
2008-07-01,31,False,WI,Toothache
2008-08-01,24,False,WI,Toothache
2008-09-01,28,False,WI,Toothache
2008-10-01,20,False,WI,Toothache
2008-11-01,17,False,WI,Toothache
2008-12-01,43,False,WI,Toothache
2009-01-01,15,False,WI,Toothache
2009-02-01,26,False,WI,Toothache
2009-03-01,24,False,WI,Toothache
2009-04-01,40,False,WI,Toothache
2009-05-01,32,False,WI,Toothache
2009-06-01,22,False,WI,Toothache
2009-07-01,22,False,WI,Toothache
2009-08-01,38,False,WI,Toothache
2009-09-01,21,False,WI,Toothache
2009-10-01,44,False,WI,Toothache
2009-11-01,36,False,WI,Toothache
2009-12-01,20,False,WI,Toothache
2010-01-01,57,False,WI,Toothache
2010-02-01,58,False,WI,Toothache
2010-03-01,40,False,WI,Toothache
2010-04-01,9,False,WI,Toothache
2010-05-01,20,False,WI,Toothache
2010-06-01,48,False,WI,Toothache
2010-07-01,10,False,WI,Toothache
2010-08-01,40,False,WI,Toothache
2010-09-01,24,False,WI,Toothache
2010-10-01,51,False,WI,Toothache
2010-11-01,36,False,WI,Toothache
2010-12-01,41,False,WI,Toothache
2011-01-01,42,False,WI,Toothache
2011-02-01,38,False,WI,Toothache
2011-03-01,45,False,WI,Toothache
2011-04-01,39,False,WI,Toothache
2011-05-01,46,False,WI,Toothache
2011-06-01,42,False,WI,Toothache
2011-07-01,45,False,WI,Toothache
2011-08-01,27,False,WI,Toothache
2011-09-01,38,False,WI,Toothache
2011-10-01,31,False,WI,Toothache
2011-11-01,33,False,WI,Toothache
2011-12-01,29,False,WI,Toothache
2012-01-01,64,False,WI,Toothache
2012-02-01,49,False,WI,Toothache
2012-03-01,34,False,WI,Toothache
2012-04-01,37,False,WI,Toothache
2012-05-01,46,False,WI,Toothache
2012-06-01,44,False,WI,Toothache
2012-07-01,76,False,WI,Toothache
2012-08-01,37,False,WI,Toothache
2012-09-01,54,False,WI,Toothache
2012-10-01,57,False,WI,Toothache
2012-11-01,38,False,WI,Toothache
2012-12-01,79,False,WI,Toothache
2013-01-01,52,False,WI,Toothache
2013-02-01,66,False,WI,Toothache
2013-03-01,71,False,WI,Toothache
2013-04-01,62,False,WI,Toothache
2013-05-01,49,False,WI,Toothache
2013-06-01,60,False,WI,Toothache
2013-07-01,41,False,WI,Toothache
2013-08-01,54,False,WI,Toothache
2013-09-01,71,False,WI,Toothache
2013-10-01,57,False,WI,Toothache
2013-11-01,58,False,WI,Toothache
2013-12-01,45,False,WI,Toothache
2014-01-01,50,False,WI,Toothache
2014-02-01,65,False,WI,Toothache
2014-03-01,67,False,WI,Toothache
2014-04-01,40,False,WI,Toothache
2014-05-01,45,False,WI,Toothache
2014-06-01,47,False,WI,Toothache
2014-07-01,38,False,WI,Toothache
2014-08-01,57,False,WI,Toothache
2014-09-01,52,False,WI,Toothache
2014-10-01,57,False,WI,Toothache
2014-11-01,61,False,WI,Toothache
2014-12-01,61,False,WI,Toothache
2015-01-01,58,False,WI,Toothache
2015-02-01,51,False,WI,Toothache
2015-03-01,64,False,WI,Toothache
2015-04-01,43,False,WI,Toothache
2015-05-01,42,False,WI,Toothache
2015-06-01,53,False,WI,Toothache
2015-07-01,50,False,WI,Toothache
2015-08-01,67,False,WI,Toothache
2015-09-01,64,False,WI,Toothache
2015-10-01,56,False,WI,Toothache
2015-11-01,54,False,WI,Toothache
2015-12-01,45,False,WI,Toothache
2016-01-01,73,False,WI,Toothache
2016-02-01,82,False,WI,Toothache
2016-03-01,49,False,WI,Toothache
2016-04-01,55,False,WI,Toothache
2016-05-01,54,False,WI,Toothache
2016-06-01,57,False,WI,Toothache
2016-07-01,79,False,WI,Toothache
2016-08-01,62,False,WI,Toothache
2016-09-01,58,False,WI,Toothache
2016-10-01,71,False,WI,Toothache
2016-11-01,58,False,WI,Toothache
2016-12-01,74,False,WI,Toothache
2017-01-01,76,False,WI,Toothache
2017-02-01,64,False,WI,Toothache
2017-03-01,63,False,WI,Toothache
2017-04-01,59,False,WI,Toothache
2017-05-01,60,False,WI,Toothache
2017-06-01,60,False,WI,Toothache
2017-07-01,65,False,WI,Toothache
2017-08-01,63,False,WI,Toothache
2017-09-01,55,False,WI,Toothache
2017-10-01,58,False,WI,Toothache
2017-11-01,73,False,WI,Toothache
2017-12-01,74,False,WI,Toothache
2018-01-01,68,False,WI,Toothache
2018-02-01,62,False,WI,Toothache
2018-03-01,71,False,WI,Toothache
2018-04-01,75,False,WI,Toothache
2018-05-01,55,False,WI,Toothache
2018-06-01,60,False,WI,Toothache
2018-07-01,62,False,WI,Toothache
2018-08-01,60,False,WI,Toothache
2018-09-01,50,True,WI,Toothache
date,Toothache,isPartial,state,symptom
2004-01-01,0,False,WY,Toothache
2004-02-01,0,False,WY,Toothache
2004-03-01,100,False,WY,Toothache
2004-04-01,0,False,WY,Toothache
2004-05-01,0,False,WY,Toothache
2004-06-01,0,False,WY,Toothache
2004-07-01,0,False,WY,Toothache
2004-08-01,0,False,WY,Toothache
2004-09-01,0,False,WY,Toothache
2004-10-01,0,False,WY,Toothache
2004-11-01,64,False,WY,Toothache
2004-12-01,0,False,WY,Toothache
2005-01-01,51,False,WY,Toothache
2005-02-01,52,False,WY,Toothache
2005-03-01,0,False,WY,Toothache
2005-04-01,0,False,WY,Toothache
2005-05-01,0,False,WY,Toothache
2005-06-01,0,False,WY,Toothache
2005-07-01,47,False,WY,Toothache
2005-08-01,0,False,WY,Toothache
2005-09-01,41,False,WY,Toothache
2005-10-01,0,False,WY,Toothache
2005-11-01,0,False,WY,Toothache
2005-12-01,0,False,WY,Toothache
2006-01-01,0,False,WY,Toothache
2006-02-01,0,False,WY,Toothache
2006-03-01,0,False,WY,Toothache
2006-04-01,0,False,WY,Toothache
2006-05-01,0,False,WY,Toothache
2006-06-01,0,False,WY,Toothache
2006-07-01,0,False,WY,Toothache
2006-08-01,0,False,WY,Toothache
2006-09-01,0,False,WY,Toothache
2006-10-01,0,False,WY,Toothache
2006-11-01,0,False,WY,Toothache
2006-12-01,0,False,WY,Toothache
2007-01-01,0,False,WY,Toothache
2007-02-01,0,False,WY,Toothache
2007-03-01,0,False,WY,Toothache
2007-04-01,0,False,WY,Toothache
2007-05-01,41,False,WY,Toothache
2007-06-01,0,False,WY,Toothache
2007-07-01,0,False,WY,Toothache
2007-08-01,0,False,WY,Toothache
2007-09-01,20,False,WY,Toothache
2007-10-01,0,False,WY,Toothache
2007-11-01,18,False,WY,Toothache
2007-12-01,0,False,WY,Toothache
2008-01-01,15,False,WY,Toothache
2008-02-01,16,False,WY,Toothache
2008-03-01,16,False,WY,Toothache
2008-04-01,0,False,WY,Toothache
2008-05-01,0,False,WY,Toothache
2008-06-01,36,False,WY,Toothache
2008-07-01,17,False,WY,Toothache
2008-08-01,0,False,WY,Toothache
2008-09-01,16,False,WY,Toothache
2008-10-01,0,False,WY,Toothache
2008-11-01,15,False,WY,Toothache
2008-12-01,0,False,WY,Toothache
2009-01-01,14,False,WY,Toothache
2009-02-01,0,False,WY,Toothache
2009-03-01,13,False,WY,Toothache
2009-04-01,14,False,WY,Toothache
2009-05-01,0,False,WY,Toothache
2009-06-01,16,False,WY,Toothache
2009-07-01,0,False,WY,Toothache
2009-08-01,0,False,WY,Toothache
2009-09-01,14,False,WY,Toothache
2009-10-01,14,False,WY,Toothache
2009-11-01,16,False,WY,Toothache
2009-12-01,15,False,WY,Toothache
2010-01-01,0,False,WY,Toothache
2010-02-01,0,False,WY,Toothache
2010-03-01,0,False,WY,Toothache
2010-04-01,15,False,WY,Toothache
2010-05-01,0,False,WY,Toothache
2010-06-01,0,False,WY,Toothache
2010-07-01,17,False,WY,Toothache
2010-08-01,0,False,WY,Toothache
2010-09-01,0,False,WY,Toothache
2010-10-01,0,False,WY,Toothache
2010-11-01,9,False,WY,Toothache
2010-12-01,12,False,WY,Toothache
2011-01-01,17,False,WY,Toothache
2011-02-01,9,False,WY,Toothache
2011-03-01,8,False,WY,Toothache
2011-04-01,18,False,WY,Toothache
2011-05-01,9,False,WY,Toothache
2011-06-01,10,False,WY,Toothache
2011-07-01,10,False,WY,Toothache
2011-08-01,9,False,WY,Toothache
2011-09-01,9,False,WY,Toothache
2011-10-01,8,False,WY,Toothache
2011-11-01,24,False,WY,Toothache
2011-12-01,8,False,WY,Toothache
2012-01-01,11,False,WY,Toothache
2012-02-01,15,False,WY,Toothache
2012-03-01,11,False,WY,Toothache
2012-04-01,23,False,WY,Toothache
2012-05-01,0,False,WY,Toothache
2012-06-01,8,False,WY,Toothache
2012-07-01,8,False,WY,Toothache
2012-08-01,11,False,WY,Toothache
2012-09-01,7,False,WY,Toothache
2012-10-01,0,False,WY,Toothache
2012-11-01,0,False,WY,Toothache
2012-12-01,7,False,WY,Toothache
2013-01-01,6,False,WY,Toothache
2013-02-01,6,False,WY,Toothache
2013-03-01,12,False,WY,Toothache
