date,Toothache,isPartial,state,symptom
2004-07-01,100,False,AZ,Toothache
2004-08-01,43,False,AZ,Toothache
2004-09-01,41,False,AZ,Toothache
2004-10-01,43,False,AZ,Toothache
2004-11-01,45,False,AZ,Toothache
2004-12-01,40,False,AZ,Toothache
2005-01-01,52,False,AZ,Toothache
2005-02-01,72,False,AZ,Toothache
2005-03-01,0,False,AZ,Toothache
2005-04-01,0,False,AZ,Toothache
2005-05-01,0,False,AZ,Toothache
2005-06-01,63,False,AZ,Toothache
2005-07-01,30,False,AZ,Toothache
2005-08-01,82,False,AZ,Toothache
2005-09-01,0,False,AZ,Toothache
2005-10-01,25,False,AZ,Toothache
2005-11-01,26,False,AZ,Toothache
2005-12-01,60,False,AZ,Toothache
2006-01-01,43,False,AZ,Toothache
2006-02-01,44,False,AZ,Toothache
2006-03-01,19,False,AZ,Toothache
2006-04-01,68,False,AZ,Toothache
2006-05-01,19,False,AZ,Toothache
2006-06-01,20,False,AZ,Toothache
2006-07-01,19,False,AZ,Toothache
2006-08-01,17,False,AZ,Toothache
2006-09-01,34,False,AZ,Toothache
2006-10-01,24,False,AZ,Toothache
2006-11-01,39,False,AZ,Toothache
2006-12-01,16,False,AZ,Toothache
2007-01-01,14,False,AZ,Toothache
2007-02-01,66,False,AZ,Toothache
2007-03-01,39,False,AZ,Toothache
2007-04-01,13,False,AZ,Toothache
2007-05-01,36,False,AZ,Toothache
2007-06-01,32,False,AZ,Toothache
2007-07-01,18,False,AZ,Toothache
2007-08-01,28,False,AZ,Toothache
2007-09-01,11,False,AZ,Toothache
2007-10-01,21,False,AZ,Toothache
2007-11-01,59,False,AZ,Toothache
2007-12-01,39,False,AZ,Toothache
2008-01-01,30,False,AZ,Toothache
2008-02-01,35,False,AZ,Toothache
2008-03-01,39,False,AZ,Toothache
2008-04-01,24,False,AZ,Toothache
2008-05-01,44,False,AZ,Toothache
2008-06-01,21,False,AZ,Toothache
2008-07-01,20,False,AZ,Toothache
2008-08-01,29,False,AZ,Toothache
2008-09-01,28,False,AZ,Toothache
2008-10-01,39,False,AZ,Toothache
2008-11-01,29,False,AZ,Toothache
2008-12-01,23,False,AZ,Toothache
2009-01-01,22,False,AZ,Toothache
2009-02-01,18,False,AZ,Toothache
2009-03-01,26,False,AZ,Toothache
2009-04-01,17,False,AZ,Toothache
2009-05-01,30,False,AZ,Toothache
2009-06-01,31,False,AZ,Toothache
2009-07-01,31,False,AZ,Toothache
2009-08-01,43,False,AZ,Toothache
2009-09-01,37,False,AZ,Toothache
2009-10-01,32,False,AZ,Toothache
2009-11-01,38,False,AZ,Toothache
2009-12-01,29,False,AZ,Toothache
2010-01-01,20,False,AZ,Toothache
2010-02-01,25,False,AZ,Toothache
2010-03-01,49,False,AZ,Toothache
2010-04-01,42,False,AZ,Toothache
2010-05-01,44,False,AZ,Toothache
2010-06-01,25,False,AZ,Toothache
2010-07-01,20,False,AZ,Toothache
2010-08-01,61,False,AZ,Toothache
2010-09-01,34,False,AZ,Toothache
2010-10-01,33,False,AZ,Toothache
2010-11-01,26,False,AZ,Toothache
2010-12-01,51,False,AZ,Toothache
2011-01-01,47,False,AZ,Toothache
2011-02-01,54,False,AZ,Toothache
2011-03-01,48,False,AZ,Toothache
2011-04-01,53,False,AZ,Toothache
2011-05-01,49,False,AZ,Toothache
2011-06-01,60,False,AZ,Toothache
2011-07-01,59,False,AZ,Toothache
2011-08-01,65,False,AZ,Toothache
2011-09-01,44,False,AZ,Toothache
2011-10-01,39,False,AZ,Toothache
2011-11-01,37,False,AZ,Toothache
2011-12-01,65,False,AZ,Toothache
2012-01-01,67,False,AZ,Toothache
2012-02-01,49,False,AZ,Toothache
2012-03-01,42,False,AZ,Toothache
2012-04-01,52,False,AZ,Toothache
2012-05-01,47,False,AZ,Toothache
2012-06-01,54,False,AZ,Toothache
2012-07-01,53,False,AZ,Toothache
2012-08-01,43,False,AZ,Toothache
2012-09-01,64,False,AZ,Toothache
2012-10-01,56,False,AZ,Toothache
2012-11-01,61,False,AZ,Toothache
2012-12-01,52,False,AZ,Toothache
2013-01-01,61,False,AZ,Toothache
2013-02-01,49,False,AZ,Toothache
2013-03-01,68,False,AZ,Toothache
2013-04-01,77,False,AZ,Toothache
2013-05-01,61,False,AZ,Toothache
2013-06-01,65,False,AZ,Toothache
2013-07-01,57,False,AZ,Toothache
2013-08-01,61,False,AZ,Toothache
2013-09-01,49,False,AZ,Toothache
2013-10-01,73,False,AZ,Toothache
2013-11-01,63,False,AZ,Toothache
2013-12-01,54,False,AZ,Toothache
2014-01-01,64,False,AZ,Toothache
2014-02-01,66,False,AZ,Toothache
2014-03-01,71,False,AZ,Toothache
2014-04-01,65,False,AZ,Toothache
2014-05-01,62,False,AZ,Toothache
2014-06-01,58,False,AZ,Toothache
2014-07-01,79,False,AZ,Toothache
2014-08-01,48,False,AZ,Toothache
2014-09-01,68,False,AZ,Toothache
2014-10-01,63,False,AZ,Toothache
2014-11-01,56,False,AZ,Toothache
2014-12-01,56,False,AZ,Toothache
2015-01-01,68,False,AZ,Toothache
2015-02-01,63,False,AZ,Toothache
2015-03-01,71,False,AZ,Toothache
2015-04-01,69,False,AZ,Toothache
2015-05-01,53,False,AZ,Toothache
2015-06-01,66,False,AZ,Toothache
2015-07-01,64,False,AZ,Toothache
2015-08-01,65,False,AZ,Toothache
2015-09-01,60,False,AZ,Toothache
2015-10-01,53,False,AZ,Toothache
2015-11-01,79,False,AZ,Toothache
2015-12-01,57,False,AZ,Toothache
2016-01-01,60,False,AZ,Toothache
2016-02-01,78,False,AZ,Toothache
2016-03-01,82,False,AZ,Toothache
2016-04-01,65,False,AZ,Toothache
2016-05-01,56,False,AZ,Toothache
2016-06-01,76,False,AZ,Toothache
2016-07-01,88,False,AZ,Toothache
2016-08-01,44,False,AZ,Toothache
2016-09-01,76,False,AZ,Toothache
2016-10-01,65,False,AZ,Toothache
2016-11-01,58,False,AZ,Toothache
2016-12-01,70,False,AZ,Toothache
2017-01-01,69,False,AZ,Toothache
2017-02-01,74,False,AZ,Toothache
2017-03-01,73,False,AZ,Toothache
2017-04-01,70,False,AZ,Toothache
2017-05-01,84,False,AZ,Toothache
2017-06-01,72,False,AZ,Toothache
2017-07-01,60,False,AZ,Toothache
2017-08-01,67,False,AZ,Toothache
2017-09-01,70,False,AZ,Toothache
2017-10-01,68,False,AZ,Toothache
2017-11-01,72,False,AZ,Toothache
2017-12-01,70,False,AZ,Toothache
2018-01-01,71,False,AZ,Toothache
2018-02-01,86,False,AZ,Toothache
2018-03-01,74,False,AZ,Toothache
2018-04-01,62,False,AZ,Toothache
2018-05-01,83,False,AZ,Toothache
2018-06-01,98,False,AZ,Toothache
2018-07-01,60,False,AZ,Toothache
2018-08-01,72,False,AZ,Toothache
2018-09-01,91,True,AZ,Toothache
date,Toothache,isPartial,state,symptom
2004-01-01,0,False,AR,Toothache
2004-02-01,68,False,AR,Toothache
2004-03-01,0,False,AR,Toothache
2004-04-01,0,False,AR,Toothache
2004-05-01,0,False,AR,Toothache
2004-06-01,0,False,AR,Toothache
2004-07-01,0,False,AR,Toothache
2004-08-01,0,False,AR,Toothache
2004-09-01,55,False,AR,Toothache
2004-10-01,0,False,AR,Toothache
2004-11-01,0,False,AR,Toothache
2004-12-01,0,False,AR,Toothache
2005-01-01,0,False,AR,Toothache
2005-02-01,0,False,AR,Toothache
2005-03-01,0,False,AR,Toothache
2005-04-01,0,False,AR,Toothache
2005-05-01,46,False,AR,Toothache
2005-06-01,100,False,AR,Toothache
2005-07-01,48,False,AR,Toothache
2005-08-01,0,False,AR,Toothache
2005-09-01,0,False,AR,Toothache
2005-10-01,33,False,AR,Toothache
2005-11-01,33,False,AR,Toothache
2005-12-01,0,False,AR,Toothache
2006-01-01,28,False,AR,Toothache
2006-02-01,28,False,AR,Toothache
2006-03-01,0,False,AR,Toothache
2006-04-01,0,False,AR,Toothache
2006-05-01,0,False,AR,Toothache
2006-06-01,29,False,AR,Toothache
2006-07-01,26,False,AR,Toothache
2006-08-01,0,False,AR,Toothache
2006-09-01,0,False,AR,Toothache
2006-10-01,20,False,AR,Toothache
2006-11-01,22,False,AR,Toothache
2006-12-01,24,False,AR,Toothache
2007-01-01,0,False,AR,Toothache
2007-02-01,21,False,AR,Toothache
2007-03-01,0,False,AR,Toothache
2007-04-01,18,False,AR,Toothache
2007-05-01,0,False,AR,Toothache
2007-06-01,19,False,AR,Toothache
2007-07-01,0,False,AR,Toothache
2007-08-01,30,False,AR,Toothache
2007-09-01,0,False,AR,Toothache
2007-10-01,13,False,AR,Toothache
2007-11-01,14,False,AR,Toothache
2007-12-01,29,False,AR,Toothache
2008-01-01,13,False,AR,Toothache
2008-02-01,0,False,AR,Toothache
2008-03-01,13,False,AR,Toothache
2008-04-01,0,False,AR,Toothache
2008-05-01,25,False,AR,Toothache
2008-06-01,14,False,AR,Toothache
2008-07-01,13,False,AR,Toothache
2008-08-01,25,False,AR,Toothache
2008-09-01,0,False,AR,Toothache
2008-10-01,27,False,AR,Toothache
2008-11-01,23,False,AR,Toothache
2008-12-01,23,False,AR,Toothache
2009-01-01,11,False,AR,Toothache
2009-02-01,17,False,AR,Toothache
2009-03-01,0,False,AR,Toothache
2009-04-01,10,False,AR,Toothache
2009-05-01,22,False,AR,Toothache
2009-06-01,12,False,AR,Toothache
2009-07-01,22,False,AR,Toothache
2009-08-01,11,False,AR,Toothache
2009-09-01,20,False,AR,Toothache
2009-10-01,0,False,AR,Toothache
2009-11-01,15,False,AR,Toothache
2009-12-01,16,False,AR,Toothache
2010-01-01,24,False,AR,Toothache
2010-02-01,10,False,AR,Toothache
2010-03-01,10,False,AR,Toothache
2010-04-01,15,False,AR,Toothache
2010-05-01,16,False,AR,Toothache
2010-06-01,12,False,AR,Toothache
2010-07-01,16,False,AR,Toothache
2010-08-01,11,False,AR,Toothache
2010-09-01,10,False,AR,Toothache
2010-10-01,0,False,AR,Toothache
2010-11-01,0,False,AR,Toothache
2010-12-01,10,False,AR,Toothache
2011-01-01,40,False,AR,Toothache
2011-02-01,31,False,AR,Toothache
2011-03-01,19,False,AR,Toothache
2011-04-01,15,False,AR,Toothache
2011-05-01,15,False,AR,Toothache
2011-06-01,20,False,AR,Toothache
2011-07-01,27,False,AR,Toothache
2011-08-01,17,False,AR,Toothache
2011-09-01,17,False,AR,Toothache
2011-10-01,14,False,AR,Toothache
2011-11-01,19,False,AR,Toothache
2011-12-01,14,False,AR,Toothache
2012-01-01,19,False,AR,Toothache
2012-02-01,19,False,AR,Toothache
2012-03-01,34,False,AR,Toothache
2012-04-01,31,False,AR,Toothache
2012-05-01,15,False,AR,Toothache
2012-06-01,16,False,AR,Toothache
2012-07-01,30,False,AR,Toothache
2012-08-01,21,False,AR,Toothache
2012-09-01,42,False,AR,Toothache
2012-10-01,35,False,AR,Toothache
2012-11-01,22,False,AR,Toothache
2012-12-01,16,False,AR,Toothache
2013-01-01,25,False,AR,Toothache
2013-02-01,26,False,AR,Toothache
2013-03-01,32,False,AR,Toothache
2013-04-01,14,False,AR,Toothache
2013-05-01,21,False,AR,Toothache
2013-06-01,31,False,AR,Toothache
2013-07-01,34,False,AR,Toothache
2013-08-01,27,False,AR,Toothache
2013-09-01,19,False,AR,Toothache
2013-10-01,23,False,AR,Toothache
2013-11-01,22,False,AR,Toothache
2013-12-01,18,False,AR,Toothache
2014-01-01,31,False,AR,Toothache
2014-02-01,12,False,AR,Toothache
2014-03-01,23,False,AR,Toothache
2014-04-01,28,False,AR,Toothache
2014-05-01,38,False,AR,Toothache
2014-06-01,32,False,AR,Toothache
2014-07-01,31,False,AR,Toothache
2014-08-01,23,False,AR,Toothache
2014-09-01,34,False,AR,Toothache
2014-10-01,35,False,AR,Toothache
2014-11-01,31,False,AR,Toothache
2014-12-01,24,False,AR,Toothache
2015-01-01,23,False,AR,Toothache
2015-02-01,18,False,AR,Toothache
2015-03-01,21,False,AR,Toothache
2015-04-01,15,False,AR,Toothache
2015-05-01,25,False,AR,Toothache
2015-06-01,29,False,AR,Toothache
2015-07-01,20,False,AR,Toothache
2015-08-01,28,False,AR,Toothache
2015-09-01,21,False,AR,Toothache
2015-10-01,21,False,AR,Toothache
2015-11-01,23,False,AR,Toothache
2015-12-01,41,False,AR,Toothache
2016-01-01,44,False,AR,Toothache
2016-02-01,31,False,AR,Toothache
2016-03-01,33,False,AR,Toothache
2016-04-01,29,False,AR,Toothache
2016-05-01,24,False,AR,Toothache
2016-06-01,29,False,AR,Toothache
2016-07-01,28,False,AR,Toothache
2016-08-01,33,False,AR,Toothache
2016-09-01,34,False,AR,Toothache
2016-10-01,31,False,AR,Toothache
2016-11-01,38,False,AR,Toothache
2016-12-01,38,False,AR,Toothache
2017-01-01,32,False,AR,Toothache
2017-02-01,37,False,AR,Toothache
2017-03-01,32,False,AR,Toothache
2017-04-01,24,False,AR,Toothache
2017-05-01,33,False,AR,Toothache
2017-06-01,34,False,AR,Toothache
2017-07-01,43,False,AR,Toothache
2017-08-01,23,False,AR,Toothache
2017-09-01,31,False,AR,Toothache
2017-10-01,33,False,AR,Toothache
2017-11-01,36,False,AR,Toothache
2017-12-01,29,False,AR,Toothache
2018-01-01,26,False,AR,Toothache
2018-02-01,41,False,AR,Toothache
2018-03-01,33,False,AR,Toothache
2018-04-01,34,False,AR,Toothache
2018-05-01,36,False,AR,Toothache
2018-06-01,43,False,AR,Toothache
2018-07-01,38,False,AR,Toothache
2018-08-01,37,False,AR,Toothache
2018-09-01,21,True,AR,Toothache
date,Toothache,isPartial,state,symptom
2004-01-01,18,False,CA,Toothache
2004-02-01,9,False,CA,Toothache
2004-03-01,23,False,CA,Toothache
2004-04-01,25,False,CA,Toothache
2004-05-01,37,False,CA,Toothache
2004-06-01,50,False,CA,Toothache
2004-07-01,40,False,CA,Toothache
2004-08-01,25,False,CA,Toothache
2004-09-01,21,False,CA,Toothache
2004-10-01,47,False,CA,Toothache
2004-11-01,34,False,CA,Toothache
2004-12-01,21,False,CA,Toothache
