date,cough,Morning Sickness,Synkinesis,Purpura Fulminans,Renal Colic,isPartial,"Alexia, Pure","Aphasia, Conduction",Stupor,Urinoma,state,Deaf-Blind Disorders,Eye Pain,Reticulocytosis,Systolic Murmurs,Piriformis Muscle Syndrome,Primary Progressive Nonfluent Aphasia,Susac Syndrome,Sweating Sickness,Alien Hand Syndrome,Body Weight Changes,Necrolytic Migratory Erythema,Striae Distensae,Infantile Apparent Life-Threatening Event,Slit Ventricle Syndrome
2004-01-01,24,8,0,0,0,False,0,0,0,0,AL,0,8,0,0,0,0,0,0,0,0,0,0,0,0
2004-02-01,15,8,0,0,0,False,0,0,0,0,AL,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004-03-01,21,21,0,0,0,False,0,0,0,0,AL,0,16,0,0,0,0,0,0,0,0,0,0,0,0
2004-04-01,23,8,0,0,0,False,0,0,0,0,AL,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004-05-01,15,7,0,0,0,False,0,0,0,0,AL,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004-06-01,21,7,0,0,0,False,0,0,0,0,AL,0,7,0,0,0,0,0,0,0,0,0,0,0,0
2004-07-01,29,7,0,0,0,False,0,0,0,0,AL,0,11,0,0,0,0,0,0,0,0,0,0,0,0
2004-08-01,16,6,0,0,0,False,0,0,0,0,AL,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004-09-01,12,6,0,0,0,False,0,0,0,0,AL,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004-10-01,6,6,0,0,6,False,0,0,0,0,AL,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004-11-01,20,0,0,0,0,False,0,0,0,0,AL,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004-12-01,18,6,0,0,0,False,0,0,0,0,AL,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005-01-01,33,5,0,0,0,False,0,0,0,0,AL,0,11,0,0,0,0,0,0,0,0,0,0,0,0
2005-02-01,37,5,0,0,0,False,0,0,0,0,AL,0,5,0,0,0,0,0,0,0,0,0,0,0,0
2005-03-01,26,5,0,0,0,False,0,0,5,0,AL,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005-04-01,13,11,0,0,0,False,0,0,5,0,AL,0,5,0,0,0,0,0,0,0,0,0,0,0,0
2005-05-01,22,5,0,0,0,False,0,0,0,0,AL,0,5,0,0,0,0,0,0,0,0,0,0,0,0
2005-06-01,7,5,0,0,0,False,0,0,0,0,AL,0,5,0,0,0,0,0,0,0,0,0,0,0,0
2005-07-01,14,7,0,0,0,False,0,0,0,0,AL,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005-08-01,9,4,0,0,0,False,0,0,0,0,AL,0,5,0,0,0,0,0,0,0,0,0,0,0,0
2005-09-01,16,8,0,0,0,False,0,0,0,0,AL,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005-10-01,13,6,0,0,0,False,0,0,0,0,AL,0,4,0,0,0,0,0,0,0,0,0,0,0,0
2005-11-01,22,4,0,0,0,False,0,0,0,0,AL,0,4,0,0,0,0,0,0,0,0,0,0,0,0
2005-12-01,25,8,0,0,0,False,0,0,0,0,AL,0,4,0,0,0,0,0,0,0,0,0,0,0,0
2006-01-01,24,3,0,0,0,False,0,0,0,0,AL,0,3,0,0,0,0,0,0,0,0,0,0,0,0
2006-02-01,24,3,0,0,3,False,0,0,3,0,AL,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006-03-01,14,5,0,0,3,False,0,0,0,0,AL,0,3,0,0,0,0,0,0,0,0,0,0,0,0
2006-04-01,16,3,0,0,0,False,0,0,0,0,AL,0,7,0,0,0,0,0,0,0,0,0,0,0,0
2006-05-01,16,3,0,0,0,False,0,0,0,0,AL,0,3,0,0,0,0,0,0,0,0,0,0,0,0
2006-06-01,21,3,0,0,0,False,0,0,0,0,AL,0,3,0,0,0,0,0,0,0,0,0,0,0,0
2006-07-01,9,3,0,0,0,False,0,0,3,0,AL,0,6,0,0,0,0,0,0,0,0,0,0,0,0
2006-08-01,15,6,0,0,0,False,0,0,0,0,AL,0,3,0,0,0,0,0,0,0,0,0,0,0,0
2006-09-01,11,6,0,0,0,False,0,0,3,0,AL,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006-10-01,19,5,0,0,0,False,0,0,0,0,AL,0,3,0,0,0,0,0,0,0,0,0,0,0,0
2006-11-01,18,5,0,0,0,False,0,0,0,0,AL,0,3,0,0,0,0,0,0,0,0,0,0,0,0
2006-12-01,30,3,0,0,0,False,0,0,0,0,AL,0,3,0,0,0,0,0,0,0,0,0,0,0,0
2007-01-01,28,4,0,0,0,False,0,0,0,0,AL,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007-02-01,24,3,0,0,0,False,0,0,0,0,AL,0,2,0,0,0,0,0,0,0,0,0,0,0,0
2007-03-01,22,0,0,0,0,False,0,0,0,0,AL,0,4,0,0,0,0,0,0,0,0,0,0,0,0
2007-04-01,17,5,0,0,0,False,0,0,0,0,AL,0,2,0,0,0,0,0,0,0,0,0,0,0,0
2007-05-01,18,5,0,0,2,False,0,0,0,0,AL,0,2,0,0,0,0,0,4,0,0,0,0,0,0
2007-06-01,6,5,0,0,0,False,0,0,0,0,AL,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007-07-01,13,7,0,0,2,False,0,0,0,0,AL,0,4,0,0,0,0,0,0,0,0,0,0,0,0
2007-08-01,14,4,0,0,0,False,0,0,0,0,AL,0,2,0,0,0,0,0,0,0,0,0,0,0,0
2007-09-01,15,7,0,0,0,False,0,0,2,0,AL,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007-10-01,23,5,0,0,0,False,0,0,0,0,AL,0,4,0,0,0,0,0,0,0,0,0,0,0,0
2007-11-01,25,5,0,0,2,False,0,0,0,0,AL,0,2,0,0,0,0,0,0,0,0,0,0,0,0
2007-12-01,27,4,0,0,0,False,0,0,0,0,AL,0,2,0,0,0,0,0,0,0,0,0,0,0,0
2008-01-01,19,5,0,0,2,False,0,0,0,0,AL,0,3,0,0,0,0,0,0,0,0,0,0,0,0
2008-02-01,35,3,0,0,2,False,0,0,0,0,AL,0,3,0,0,0,0,0,0,0,0,0,0,0,0
2008-03-01,20,3,0,0,0,False,0,0,0,0,AL,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008-04-01,12,3,0,0,0,False,0,0,0,0,AL,0,2,0,0,0,0,0,2,0,0,0,0,0,0
2008-05-01,24,6,0,0,2,False,0,0,2,0,AL,0,0,0,0,0,0,0,3,0,0,0,0,0,0
2008-06-01,15,4,0,0,3,False,0,0,0,0,AL,0,3,0,0,0,0,0,2,0,0,0,0,0,0
2008-07-01,19,3,0,0,0,False,0,0,0,0,AL,0,2,0,0,0,0,0,0,0,0,0,0,0,0
2008-08-01,15,6,0,0,0,False,0,0,0,0,AL,0,6,0,0,0,0,0,0,0,0,0,0,0,0
2008-09-01,21,4,0,0,0,False,0,0,2,0,AL,0,1,0,0,0,0,0,2,0,0,0,0,0,0
2008-10-01,23,5,0,0,0,False,0,0,0,0,AL,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2008-11-01,25,4,0,0,0,False,0,0,2,0,AL,0,4,0,0,0,0,0,0,0,0,0,0,0,0
2008-12-01,28,2,0,0,0,False,0,0,0,0,AL,0,2,0,0,0,0,0,0,0,0,0,0,0,0
2009-01-01,38,4,0,0,0,False,0,0,1,0,AL,0,3,0,0,0,0,0,0,0,0,0,0,0,0
2009-02-01,29,5,0,0,0,False,0,0,0,0,AL,0,4,0,0,0,0,0,1,0,0,0,0,0,0
2009-03-01,32,3,0,0,1,False,0,0,1,0,AL,0,5,0,0,0,0,0,0,0,0,0,0,0,0
2009-04-01,24,1,0,0,0,False,0,0,0,0,AL,0,3,0,0,0,0,0,0,0,0,0,0,0,0
2009-05-01,26,3,0,0,0,False,0,0,1,0,AL,0,3,0,0,0,0,0,0,0,0,0,0,0,0
2009-06-01,25,3,0,0,0,False,0,0,0,0,AL,0,2,0,0,0,0,0,0,0,0,0,0,0,0
2009-07-01,18,3,0,0,0,False,0,0,0,0,AL,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009-08-01,30,5,0,0,0,False,0,0,0,0,AL,0,5,0,0,0,0,0,1,0,0,0,0,0,0
2009-09-01,30,2,0,0,0,False,0,0,1,0,AL,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2009-10-01,37,5,0,0,0,False,0,0,0,0,AL,0,2,0,0,0,0,0,0,0,0,0,0,0,0
2009-11-01,39,7,0,0,0,False,0,0,0,0,AL,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2009-12-01,34,4,0,0,1,False,0,0,1,0,AL,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2010-01-01,31,4,0,0,1,False,0,0,0,0,AL,0,4,0,0,0,0,0,0,0,0,0,0,0,0
2010-02-01,40,6,0,0,0,False,0,0,1,0,AL,0,2,0,0,0,0,0,0,0,0,0,0,0,0
2010-03-01,25,5,0,0,0,False,0,0,1,0,AL,0,5,0,0,0,0,0,1,0,0,0,0,0,0
2010-04-01,23,3,0,0,1,False,0,0,0,0,AL,0,3,0,0,0,0,0,1,0,0,0,0,0,0
2010-05-01,24,8,0,0,0,False,0,0,1,0,AL,0,3,0,0,0,0,0,0,0,0,0,0,0,0
2010-06-01,24,6,0,0,1,False,0,0,0,0,AL,0,3,0,0,0,0,0,0,0,0,0,0,0,0
2010-07-01,15,5,0,0,0,False,0,0,0,0,AL,0,3,0,0,0,0,0,0,0,0,0,0,0,0
2010-08-01,20,5,0,0,0,False,0,0,1,0,AL,0,4,0,0,0,0,0,1,0,0,0,0,0,0
2010-09-01,21,5,0,0,0,False,0,0,1,0,AL,0,5,0,0,0,0,0,2,0,0,0,0,0,0
2010-10-01,27,7,0,0,0,False,0,0,1,0,AL,0,2,0,0,0,0,0,1,0,0,0,0,0,0
2010-11-01,29,8,0,0,0,False,0,0,1,0,AL,0,1,0,0,0,0,0,1,0,0,0,0,0,0
2010-12-01,39,5,0,0,0,False,0,0,0,0,AL,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2011-01-01,39,6,0,0,0,False,0,0,1,0,AL,0,3,0,0,0,0,0,1,0,0,0,0,0,0
2011-02-01,34,3,0,0,0,False,0,0,2,0,AL,0,3,0,0,0,0,0,1,0,0,0,0,0,0
2011-03-01,31,4,0,0,0,False,0,0,0,0,AL,0,4,0,0,0,0,0,1,0,0,0,0,0,0
2011-04-01,24,4,0,0,0,False,0,0,1,0,AL,0,2,0,0,0,0,0,1,0,0,0,0,0,0
2011-05-01,23,4,0,0,0,False,0,0,0,0,AL,0,4,0,0,0,0,0,0,0,0,0,0,0,0
2011-06-01,21,5,0,0,0,False,0,0,0,0,AL,0,4,0,0,0,0,0,1,0,0,0,0,0,0
2011-07-01,28,6,0,0,0,False,0,0,1,0,AL,0,4,0,0,0,0,0,0,0,0,0,0,0,0
2011-08-01,20,7,0,0,0,False,0,0,1,0,AL,0,1,0,0,0,0,0,1,0,0,0,0,0,0
2011-09-01,31,7,0,0,1,False,0,0,1,0,AL,0,4,0,0,0,0,0,1,0,0,0,0,0,0
2011-10-01,30,5,0,0,0,False,0,0,0,0,AL,0,3,0,0,0,0,0,1,0,0,0,0,0,0
2011-11-01,27,5,0,0,1,False,0,0,1,0,AL,0,4,0,0,0,0,0,0,0,0,0,0,0,0
2011-12-01,40,7,0,0,0,False,0,0,1,0,AL,0,4,0,0,0,0,0,0,0,0,0,0,0,0
2012-01-01,36,5,0,0,1,False,0,0,1,0,AL,0,2,0,0,0,0,0,0,0,0,0,0,0,0
2012-02-01,48,5,0,0,0,False,0,0,1,0,AL,0,2,0,0,0,0,0,1,0,0,0,0,0,0
2012-03-01,35,6,0,0,0,False,0,0,1,0,AL,0,3,0,0,0,0,0,2,0,0,0,0,0,0
2012-04-01,37,7,0,0,0,False,0,0,1,0,AL,0,3,0,0,0,0,0,1,0,0,0,0,0,0
2012-05-01,34,2,0,0,1,False,0,0,1,0,AL,0,3,0,0,0,0,0,1,0,0,0,0,0,0
2012-06-01,26,7,0,0,1,False,0,0,1,0,AL,0,3,0,0,0,0,0,1,0,0,0,0,0,0
2012-07-01,31,6,0,0,0,False,0,0,0,0,AL,0,4,0,0,0,0,0,2,0,0,0,0,0,0
2012-08-01,32,5,0,0,0,False,0,0,0,0,AL,0,1,0,0,0,0,0,1,0,0,0,0,0,0
2012-09-01,44,6,0,0,0,False,0,0,0,0,AL,0,4,0,0,0,0,0,0,0,0,0,0,0,0
2012-10-01,36,5,0,0,0,False,0,0,1,0,AL,0,2,0,0,0,0,0,0,0,0,0,0,0,0
2012-11-01,49,5,0,0,1,False,0,0,1,0,AL,0,2,0,0,0,0,0,1,0,0,0,0,0,0
2012-12-01,60,9,0,0,0,False,0,0,0,0,AL,0,3,0,0,0,0,0,0,0,0,0,0,0,0
2013-01-01,53,6,0,0,0,False,0,0,1,0,AL,0,4,0,0,0,0,0,1,0,0,0,0,0,0
2013-02-01,40,6,0,0,0,False,0,0,0,0,AL,0,3,0,0,0,0,0,0,0,0,0,0,0,0
2013-03-01,43,5,0,0,1,False,0,0,0,0,AL,0,3,0,0,0,0,0,0,0,0,0,0,0,0
2013-04-01,34,5,0,0,0,False,0,0,0,0,AL,0,4,0,0,0,0,0,1,0,0,0,0,0,0
2013-05-01,35,4,0,0,1,False,0,0,1,0,AL,0,4,0,0,0,0,0,0,0,0,0,0,0,0
2013-06-01,27,4,0,0,1,False,0,0,1,0,AL,0,3,0,0,0,0,0,1,0,0,0,0,0,0
2013-07-01,26,5,0,0,0,False,0,0,0,0,AL,0,3,0,0,0,0,0,0,0,0,0,0,0,0
2013-08-01,29,4,0,0,0,False,0,0,1,0,AL,0,3,0,0,0,0,0,1,0,0,0,0,0,0
2013-09-01,43,7,0,0,0,False,0,0,1,0,AL,0,3,0,0,0,0,0,0,0,0,0,0,0,0
2013-10-01,33,5,0,0,0,False,0,0,1,0,AL,0,4,0,0,0,0,0,0,0,0,0,0,0,0
2013-11-01,44,5,0,0,0,False,0,0,2,0,AL,0,3,0,0,0,0,0,1,0,0,0,0,0,0
2013-12-01,62,6,0,0,0,False,0,0,0,0,AL,0,4,0,0,0,0,0,0,0,0,0,0,0,0
2014-01-01,53,6,0,0,0,False,0,0,0,0,AL,0,5,0,0,0,0,0,1,0,0,0,0,0,0
2014-02-01,35,5,0,0,1,False,0,0,0,0,AL,0,3,0,0,0,0,0,0,0,0,0,0,0,0
2014-03-01,42,7,0,0,0,False,0,0,1,0,AL,0,5,0,0,0,0,0,1,0,0,0,0,0,0
2014-04-01,37,6,0,0,0,False,0,0,0,0,AL,0,3,0,0,0,0,0,0,0,0,0,0,0,0
2014-05-01,35,7,0,0,0,False,0,0,1,0,AL,0,3,0,0,0,0,0,0,0,0,0,0,0,0
2014-06-01,33,4,0,0,0,False,0,0,0,0,AL,0,3,0,0,0,0,0,1,0,0,0,0,0,0
2014-07-01,27,7,0,0,0,False,0,0,1,0,AL,0,4,0,0,0,0,0,0,0,0,0,0,0,0
2014-08-01,28,4,0,0,0,False,0,0,0,0,AL,0,3,0,0,0,0,0,0,0,0,0,0,0,0
2014-09-01,37,7,0,0,0,False,0,0,0,0,AL,0,3,0,0,0,0,0,0,0,0,0,0,0,0
2014-10-01,38,6,0,0,1,False,0,0,1,0,AL,0,4,0,0,0,0,0,0,0,0,0,0,0,0
2014-11-01,50,6,0,0,0,False,0,0,1,0,AL,0,3,0,0,0,0,0,1,0,0,0,0,0,0
2014-12-01,70,6,0,0,0,False,0,0,1,0,AL,0,4,0,0,0,0,0,1,0,0,0,0,0,0
2015-01-01,59,4,0,0,0,False,0,0,0,0,AL,0,3,0,0,0,0,0,0,0,0,0,0,0,0
2015-02-01,64,6,0,0,1,False,0,0,1,0,AL,0,4,0,0,0,0,0,1,0,0,0,0,0,0
2015-03-01,50,5,0,0,0,False,0,0,1,0,AL,0,4,0,0,0,0,0,0,0,0,0,0,0,0
2015-04-01,42,4,0,0,0,False,0,0,0,0,AL,0,4,0,0,0,0,0,2,0,0,0,0,0,0
2015-05-01,40,6,0,0,0,False,0,0,1,0,AL,0,4,0,0,0,0,0,0,0,0,0,0,0,0
2015-06-01,30,6,0,0,0,False,0,0,1,0,AL,0,5,0,0,0,0,0,1,0,0,0,0,0,0
2015-07-01,30,5,0,0,0,False,0,0,1,0,AL,0,5,0,0,0,0,0,0,0,0,0,0,0,0
2015-08-01,31,7,0,0,0,False,0,0,0,0,AL,0,3,0,0,0,0,0,0,0,0,0,0,0,0
2015-09-01,38,4,0,0,0,False,0,0,1,0,AL,0,6,0,0,0,0,0,0,0,0,0,0,0,0
2015-10-01,48,7,0,0,0,False,0,0,2,0,AL,0,3,0,0,0,0,0,1,0,0,0,0,0,0
2015-11-01,51,4,0,0,1,False,0,0,1,0,AL,0,5,0,0,0,0,0,0,0,0,0,0,0,0
2015-12-01,58,4,0,0,0,False,0,0,1,0,AL,0,4,0,0,0,0,0,1,0,0,0,0,0,0
2016-01-01,55,6,0,0,0,False,0,0,0,0,AL,0,2,0,0,0,0,0,1,0,0,0,0,0,0
2016-02-01,58,4,0,0,1,False,0,0,1,0,AL,0,4,0,0,0,0,0,1,0,0,0,0,0,0
2016-03-01,52,4,0,0,0,False,0,0,0,0,AL,0,4,0,0,0,0,0,0,0,0,0,0,0,0
2016-04-01,48,5,0,0,0,False,0,0,1,0,AL,0,5,0,0,0,0,0,0,0,0,0,0,0,0
2016-05-01,42,5,0,0,0,False,0,0,1,0,AL,0,4,0,0,0,0,0,1,0,0,0,0,0,0
2016-06-01,34,6,0,0,0,False,0,0,0,0,AL,0,3,0,0,0,0,0,0,0,0,0,0,0,0
2016-07-01,34,4,0,0,0,False,0,0,1,0,AL,0,3,0,0,0,0,0,0,0,0,0,0,0,0
2016-08-01,35,5,0,0,0,False,0,0,1,0,AL,0,3,0,0,0,0,0,1,0,0,0,0,0,0
2016-09-01,45,4,0,0,0,False,0,0,1,0,AL,0,4,0,0,0,0,0,0,0,0,0,0,0,0
2016-10-01,43,5,0,0,0,False,0,0,1,0,AL,0,3,0,0,0,0,0,0,0,0,0,0,0,0
2016-11-01,56,4,0,0,0,False,0,0,0,0,AL,0,5,0,0,0,0,0,0,0,0,0,0,0,0
2016-12-01,68,4,0,0,0,False,0,0,0,0,AL,0,4,0,0,0,0,0,0,0,0,0,0,0,0
2017-01-01,59,6,0,0,0,False,0,0,1,0,AL,0,5,0,0,0,0,0,0,0,0,0,0,0,0
2017-02-01,67,6,0,0,0,False,0,0,1,0,AL,0,4,0,0,0,0,0,0,0,0,0,0,0,0
2017-03-01,61,4,0,0,0,False,0,0,0,0,AL,0,4,0,0,0,0,0,0,0,0,0,0,0,0
2017-04-01,48,5,0,0,0,False,0,0,0,0,AL,0,3,0,0,0,0,0,0,0,0,0,0,0,0
2017-05-01,51,4,0,0,1,False,0,0,1,0,AL,0,4,0,0,0,0,0,0,0,0,0,0,0,0
2017-06-01,37,6,0,0,0,False,0,0,1,0,AL,0,5,0,0,0,0,0,0,0,0,0,0,0,0
2017-07-01,37,6,0,0,0,False,0,0,0,0,AL,0,5,0,0,0,0,0,1,0,0,0,0,0,0
2017-08-01,45,6,0,0,0,False,0,0,1,0,AL,0,5,0,0,0,0,0,0,0,0,0,0,0,0
2017-09-01,47,4,0,0,0,False,0,0,0,0,AL,0,4,0,0,0,0,0,0,0,0,0,0,0,0
2017-10-01,51,5,0,0,0,False,0,0,1,0,AL,0,5,0,0,0,0,0,0,0,0,0,0,0,0
2017-11-01,69,5,0,0,0,False,0,0,1,0,AL,0,5,0,0,0,0,0,0,0,0,0,0,0,0
2017-12-01,82,6,0,0,0,False,0,0,0,0,AL,0,4,0,0,0,0,0,0,0,0,0,0,0,0
2018-01-01,100,9,0,0,0,False,0,0,1,0,AL,0,4,0,0,0,0,0,0,0,0,0,0,0,0
2018-02-01,76,5,0,0,0,False,0,0,1,0,AL,0,4,0,0,0,0,0,1,0,0,0,0,0,0
2018-03-01,62,5,0,0,0,False,0,0,1,0,AL,0,5,0,0,0,0,0,0,0,0,0,0,0,0
2018-04-01,55,5,0,0,0,False,0,0,1,0,AL,0,5,0,0,0,0,0,0,0,0,0,0,0,0
2018-05-01,50,6,0,0,0,False,0,0,0,0,AL,0,4,0,0,0,0,0,0,0,0,0,0,0,0
2018-06-01,42,7,0,0,0,False,0,0,0,0,AL,0,5,0,0,0,0,0,0,0,0,0,0,0,0
2018-07-01,41,5,0,0,0,False,0,0,1,0,AL,0,5,0,0,0,0,0,0,0,0,0,0,0,0
2018-08-01,52,5,0,0,0,False,0,0,1,0,AL,0,4,0,0,0,0,0,0,0,0,0,0,0,0
2018-09-01,53,8,0,0,1,True,0,0,0,0,AL,0,6,0,0,0,0,0,0,0,0,0,0,0,0
2004-01-01,0,0,0,0,0,False,0,0,0,0,AK,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004-02-01,0,0,0,0,0,False,0,0,0,0,AK,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004-03-01,35,0,0,0,0,False,0,0,0,0,AK,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004-04-01,0,0,0,0,0,False,0,0,0,0,AK,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004-05-01,25,0,0,0,0,False,0,0,0,0,AK,0,24,0,0,0,0,0,0,0,0,0,0,0,0
2004-06-01,0,0,0,0,0,False,0,0,0,0,AK,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004-07-01,0,0,0,0,0,False,0,0,0,0,AK,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004-08-01,24,0,0,0,0,False,0,0,0,0,AK,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004-09-01,0,0,0,0,0,False,0,0,0,0,AK,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004-10-01,0,0,0,0,0,False,0,0,0,0,AK,0,21,0,0,0,0,0,0,0,0,0,0,0,0
2004-11-01,23,0,0,0,0,False,0,0,0,0,AK,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004-12-01,0,0,0,0,0,False,0,0,0,0,AK,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005-01-01,37,0,0,0,0,False,0,0,0,0,AK,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005-02-01,39,0,0,0,0,False,0,0,0,0,AK,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005-03-01,32,0,0,0,0,False,0,0,0,0,AK,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005-04-01,37,0,0,0,0,False,0,0,0,0,AK,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005-05-01,35,0,0,0,0,False,0,0,0,0,AK,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005-06-01,18,0,0,0,0,False,0,0,0,0,AK,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005-07-01,0,0,0,0,0,False,0,0,0,0,AK,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005-08-01,0,0,0,0,0,False,0,0,0,0,AK,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005-09-01,45,0,0,0,0,False,0,0,0,0,AK,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005-10-01,28,0,0,0,0,False,0,0,0,0,AK,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005-11-01,99,14,0,0,0,False,0,0,0,0,AK,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005-12-01,53,13,0,0,0,False,0,0,0,0,AK,0,26,0,0,0,0,0,0,0,0,0,0,0,0
2006-01-01,35,0,0,0,0,False,0,0,0,0,AK,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006-02-01,50,0,0,0,0,False,0,0,0,0,AK,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006-03-01,0,0,0,0,0,False,0,0,0,0,AK,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006-04-01,23,0,0,0,0,False,0,0,0,0,AK,0,11,0,0,0,0,0,0,0,0,0,0,0,0
2006-05-01,23,0,0,0,0,False,0,0,0,0,AK,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006-06-01,12,12,0,0,0,False,0,0,0,0,AK,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006-07-01,35,0,0,0,0,False,0,0,0,0,AK,0,11,0,0,0,0,0,0,0,0,0,0,0,0
2006-08-01,10,10,0,0,0,False,0,0,0,0,AK,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006-09-01,52,10,0,0,0,False,0,0,0,0,AK,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006-10-01,38,19,0,0,0,False,0,0,0,0,AK,0,9,0,0,0,0,0,0,0,0,0,0,0,0
2006-11-01,28,0,0,0,0,False,0,0,0,0,AK,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006-12-01,0,0,0,0,0,False,0,0,0,0,AK,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007-01-01,17,8,0,0,0,False,0,0,0,0,AK,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007-02-01,26,0,0,0,0,False,0,0,0,0,AK,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007-03-01,8,0,0,0,0,False,0,0,0,0,AK,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007-04-01,16,8,0,0,0,False,0,0,0,0,AK,0,8,0,0,0,0,0,0,0,0,0,0,0,0
2007-05-01,15,0,0,0,0,False,0,0,0,0,AK,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007-06-01,0,8,0,0,0,False,0,0,0,0,AK,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007-07-01,0,8,0,0,0,False,0,0,0,0,AK,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007-08-01,15,8,0,0,0,False,0,0,0,0,AK,0,7,0,0,0,0,0,0,0,0,0,0,0,0
2007-09-01,0,0,0,0,0,False,0,0,0,0,AK,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007-10-01,33,0,0,0,0,False,0,0,0,0,AK,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007-11-01,20,0,0,0,0,False,0,0,0,0,AK,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007-12-01,27,20,0,0,0,False,0,0,0,0,AK,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008-01-01,12,12,0,0,0,False,0,0,0,0,AK,0,6,0,0,0,0,0,0,0,0,0,0,0,0
2008-02-01,19,13,0,0,0,False,0,0,0,0,AK,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008-03-01,20,7,0,0,0,False,0,0,0,0,AK,0,7,0,0,0,0,0,0,0,0,0,0,0,0
2008-04-01,16,8,0,0,0,False,0,0,0,0,AK,0,8,0,0,0,0,0,0,0,0,0,0,0,0
2008-05-01,41,0,0,0,0,False,0,0,0,0,AK,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008-06-01,13,7,0,0,0,False,0,0,0,0,AK,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008-07-01,6,6,0,0,0,False,0,0,0,0,AK,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008-08-01,24,6,0,0,0,False,0,0,0,0,AK,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008-09-01,50,6,0,0,0,False,0,0,0,0,AK,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008-10-01,42,5,0,0,0,False,0,0,0,0,AK,0,5,0,0,0,0,0,0,0,0,0,0,0,0
2008-11-01,69,6,0,0,0,False,0,0,0,0,AK,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008-12-01,61,6,0,0,0,False,0,0,0,0,AK,0,0,0,0,0,0,0,0,0,0,0,0,0,0
