date,cough,fever,amnesia,sore throat,sore joint,isPartial,allergy,diarrhea,runny nose,sneeze,state,itch
2005-08-01,16,56,0,32,0,False,16,24,0,0,MT,16
2005-09-01,34,34,0,13,0,False,20,14,0,0,MT,13
2005-10-01,18,49,0,0,0,False,25,0,0,0,MT,12
2005-11-01,43,37,0,0,0,False,19,12,0,0,MT,12
2005-12-01,12,29,0,0,0,False,24,12,0,0,MT,0
2006-01-01,26,21,0,10,0,False,31,10,0,10,MT,20
2006-02-01,16,37,10,0,0,False,10,16,0,0,MT,11
2006-03-01,19,43,0,9,0,False,33,19,10,10,MT,0
2006-04-01,15,51,10,21,0,False,36,10,0,10,MT,10
2006-05-01,10,52,0,21,0,False,21,11,0,0,MT,0
2006-06-01,0,53,0,12,0,False,35,0,12,0,MT,17
2006-07-01,16,38,0,11,0,False,16,0,0,0,MT,22
